   Player ID                      Player Name          Age   Height(cm)   Weight(kg)
   000004263                    Iain Davidson           34      180         74.8
   000004264                      Iain Turner           34      191         81.2
   000004265                      Iain Vigurs           30      173         72.1
   000004266                       Ian Ashbee           41      185         86.2
   000004267                        Ian Black           33      173         67.1
   000004268                        Ian Evatt           36      191         88.0
   000004269                        Ian Harte           40      175         78.0
   000004270                      Ian McShane           25      175         66.2
   000004271                       Ian Murray           37      183         69.9
   000004272                    Ibad Muhamadu           36      183         82.1
   000004273                       Ibai Gomez           28      178         72.1
   000004274             Iban Javier Cuadrado           39      188         79.8
   000004275                  Ibrahim Afellay           32      180         76.2
   000004276                   Ibrahim Amadou           25      183         81.2
   000004277                     Ibrahim Ayew           30      178         74.8
   000004278             Ibrahim Didier Ndong           23      178         74.8
   000004279                   Ibrahim Kargbo           36      175         78.0
   000004280                      Ibrahim Kas           31      183         78.9
   000004281                     Ibrahim Kone           28      191         84.8
   000004282                  Ibrahim Obayomi           25      191         79.8
   000004283                    Ibrahim Rabiu           27      168         58.1
   000004284                   Ibrahim Sidibe           33      178         69.9
   000004285                  Ibrahim Sissoko           26      178         71.2
   000004286                     Ibrahim Tall           36      183         79.8
   000004287                   Ibrahima Balde           29      191         84.8
   000004288                   Ibrahima Cisse           24      180         79.8
   000004289                   Ibrahima Conte           27      175         59.9
   000004290                  Ibrahima Diallo           32      180         78.0
   000004291                   Ibrahima Gueye           40      191         83.9
   000004292                   Ibrahima Mbaye           23      188         69.9
   000004293                  Ibrahima Niasse           30      188         74.8
   000004294                   Ibrahima Sonko           37      191         86.2
   000004295             Ibrahima Sory Camara           33      170         68.9
   000004296                  Ibrahima Traore           30      173         60.8
   000004297                            Ibson           34      178         73.9
   000004298                       Idir Ouali           29      175         68.9
   000004299                     Idriss Saadi           26      180         84.8
   000004300               Idrissa Gana Gueye           28      175         72.1
   000004301                 Idrissa Mandiang           33      188         79.8
   000004302                    Idrissa Sylla           27      185         73.0
   000004303                  Ignacio Camacho           28      183         74.8
   000004304                 Ignacio Fideleff           28      191         83.9
   000004305                 Ignacio Gonzalez           35      180         73.0
   000004306                    Ignacio Lores           27      183         73.0
   000004307                   Ignacio Piatti           33      180         76.2
   000004308                    Ignasi Miquel           25      193         84.8
   000004309                    Ignazio Abate           31      180         73.0
   000004310                  Igor Berezovsky           27      193         87.1
   000004311                     Igor Bubnjic           25      188         83.0
   000004312                       Igor Budan           38      185         79.8
   000004313                  Igor de Camargo           34      188         84.8
   000004314                      Igor Djuric           29      183         74.8
   000004315                   Igor Gabilondo           39      185         78.0
   000004316                    Igor Gjuzelov           42      185         82.1
   000004317                     Igor Lewczuk           32      188         84.8
   000004318                  Igor Lichnovsky           24      185         78.9
   000004319                        Igor Lolo           35      178         76.2
   000004320                    Igor Martinez           28      170         68.0
   000004321                     Igor N'Ganga           31      183         78.0
   000004322                        Igor Pita           28      183         73.9
   000004323                       Igor Rocha           34      185         72.1
   000004324                       Igor Rossi           29      188         78.0
   000004325                  Igor Stefanovic           30      193         86.2
   000004326                    Igor Vetokele           26      173         73.9
   000004327                   Igors Tarasovs           29      191         84.8
   000004328                     Iheb M'barki           26      185         74.8
   000004329                Iiass Bel Hassani           25      173         72.1
   000004330                      Ikechi Anya           30      168         72.1
   000004331                   Ikechukwu Uche           34      178         71.2
   000004332                    Iker Casillas           36      185         83.9
   000004333                     Iker Muniain           25      170         63.1
   000004334                             Ilan           37      180         76.2
   000004335                     Ilias Haddad           29      188         81.2
   000004336                       Ilija Ivic           26      185         78.9
   000004337                       Ilir Azemi           26      191         89.8
   000004338                  Ilkay Guendogan           27      180         79.8
   000004339                     Ilombe Mboyo           31      185         82.1
   000004340                       Imad Najah           27      183         77.1
   000004341                 Imanol Agirretxe           31      188         77.1
   000004342                  Imanol Iriberri           31      178         73.9
   000004343                   Immanuel Hoehn           26      183         72.1
   000004344                     Imoh Ezekiel           24      170         69.9
   000004345                    Imran Bunjaku           25      178         67.1
   000004346                      Inaki Astiz           34      185         73.9
   000004347                     Inaki Goitia           36      188         81.2
   000004348                      Inaki Munoz           39      183         78.9
   000004349                   Inaki Williams           23      185         77.1
   000004350                   Ingo van Weert           24      180         76.2
   000004351                      Inigo Lekue           25      180         72.1
   000004352                      Inigo Lopez           35      185         73.9
   000004353                   Inigo Martinez           26      180         77.1
   000004354                      Inigo Perez           30      178         73.9
   000004355                Innocent Emeghara           28      170         66.2
   000004356               Ioannis Amanatidis           36      180         79.8
   000004357              Ioannis Fetfatzidis           27      165         64.0
   000004358                 Ioannis Maniatis           31      175         68.0
   000004359                     Ion Ansotegi           35      193         83.9
   000004360                        Ion Velez           33      183         76.2
   000004361                   Ireneusz Jelen           37      183         73.9
   000004362                           Iriney           37      178         69.9
   000004363                     Isaac Boakye           36      175         73.0
   000004364                      Isaac Cofie           27      180         73.0
   000004365                     Isaac Cuenca           27      173         67.1
   000004366                     Isaac Donkor           22      180         69.9
   000004367               Isaac Kiese Thelin           25      188         83.0
   000004368                   Isaac Osbourne           31      178         76.2
   000004369                     Isaac Vorsah           29      193         84.8
   000004370                            Isael           29      170         71.2
   000004371                     Isaiah Brown           21      183         69.9
   000004372                  Isaiah Osbourne           30      188         78.9
   000004373                 Isak Ssewankambo           22      178         73.9
   000004374                    Isam Merdassi           28      175         73.0
   000004375                             Isco           26      175         73.9
   000004376                   Ishak Belfodil           26      193         86.2
   000004377                   Ishmael Miller           31      193        102.1
   000004378                   Ishmael Yartey           28      170         64.0
   000004379                    Islam Slimani           29      188         83.9
   000004380                       Isma Lopez           28      180         74.8
   000004381                   Ismael Aissati           29      175         69.9
   000004382                  Ismael Bangoura           33      175         74.8
   000004383                    Ismael Bouzid           34      191         86.2
   000004384                  Ismael Diomande           25      183         82.1
   000004385                      Ismael Gace           31      180         77.1
   000004386                    Ismael Traore           31      183         88.9
   000004387                  Ismaila N'Diaye           30      188         72.1
   000004388                          Ismaily           28      178         78.0
   000004389                 Ismo Vorstermans           29      183         72.1
   000004390                     Issa Baradji           22      185         79.8
   000004391                    Issa Cissokho           33      173         73.0
   000004392                        Issa Diop           21      193         89.8
   000004393                      Issa Kallon           22      170         66.2
   000004394                   Issam El Adoua           31      188         78.9
   000004395                      Issam Jemaa           34      185         79.8
   000004396                    Issiaga Sylla           24      180         74.8
   000004397                       Issiar Dia           30      168         62.1
   000004398                  Issouf Ouattara           29      175         72.1
   000004399                      Istvan Bakx           32      175         69.9
   000004400                    Itay Shechter           31      178         77.1
   000004401                    Iuri Medeiros           23      175         66.2
   000004402                   Ivailo Chochev           25      188         78.0
   000004403            Ivan Alejandro Furios           38      185         84.8
   000004404                      Ivan Alonso           39      180         78.0
   000004405                      Ivan Balliu           26      173         64.0
   000004406                      Ivan Benito           41      183         79.8
   000004407                      Ivan Bolado           28      180         74.8
   000004408                   Ivan Cavaleiro           24      175         73.0
   000004409                     Ivan Cordoba           41      173         73.0
   000004410                     Ivan Cuellar           33      188         82.1
   000004411                  Ivan de la Pena           42      170         71.2
   000004412                       Ivan Ergic           37      185         83.0
   000004413                       Ivan Fatic           29      188         83.0
   000004414                    Ivan Gonzalez           30      183         83.9
   000004415                   Ivan Hernandez           38      188         83.0
   000004416                      Ivan Ivanov           30      185         83.9
   000004417                       Ivan Juric           42      175         67.1
   000004418                   Ivan Kecojevic           30      191         84.8
   000004419                      Ivan Kelava           30      196         89.8
   000004420                     Ivan Klasnic           38      185         82.1
   000004421                        Ivan Leko           40      178         78.9
   000004422                     Ivan Lendric           26      183         72.1
   000004423                       Ivan Lopez           24      175         68.9
   000004424                     Ivan Marcano           30      188         77.1
   000004425                    Ivan Markovic           23      185         76.2
   000004426                      Ivan Martic           27      183         69.9
   000004427                   Ivan Obradovic           29      180         78.9
   000004428                    Ivan Paurevic           26      193         86.2
   000004429                      Ivan Pejcic           35      183         74.8
   000004430                   Ivan Pelizzoli           37      193         88.9
   000004431                       Ivan Perez           32      173         64.9
   000004432                     Ivan Perisic           29      185         81.2
   000004433                      Ivan Pillud           32      178         73.9
   000004434                       Ivan Piris           29      175         68.0
   000004435                 Ivan Radovanovic           29      188         79.8
   000004436                     Ivan Rakitic           30      183         78.0
   000004437                       Ivan Ramis           33      188         82.1
   000004438                Ivan Sanchez Riki           37      188         88.9
   000004439                     Ivan Santini           28      191         88.9
   000004440                     Ivan Sproule           37      173         73.9
   000004441                  Ivan Stevanovic           34      183         77.1
   000004442                     Ivan Strinic           30      185         78.0
   000004443                  Ivan Trickovski           31      183         78.9
   000004444                         Ivanildo           32      175         78.9
   000004445                      Iver Fossum           21      180         73.0
   000004446                    Ivica Banovic           37      185         77.1
   000004447               Ivica Dragutinovic           42      185         83.9
   000004448                     Ivica Dzidic           34      183         78.9
   000004449                      Ivica Iliev           38      183         79.8
   000004450                       Ivica Olic           38      183         84.8
   000004451                   Ivica Vrdoljak           34      188         87.1
   000004452                     Ivo Ilicevic           31      175         63.1
   000004453                        Ivo Pinto           28      183         69.9
   000004454                    Ivo Rodrigues           23      178         72.1
   000004455                    Izet Hajrovic           26      178         71.2
   000004456                    Izidoro Gomez           31      180         71.2
   000004457                    Izzy Iriekpen           35      185         78.0
   000004458                     Ja-Cheol Koo           29      183         77.1
   000004459                   Jaap van Duijn           27      180         74.8
   000004460                     Jaba Kankava           32      178         69.9
   000004461                   Jacek Goralski           25      173         66.2
   000004462                      Jacek Kielb           30      183         69.9
   000004463                  Jacek Krzynowek           41      178         73.0
   000004464                     Jack Butland           25      196         94.8
   000004465                       Jack Byrne           22      175         73.0
   000004466                     Jack Colback           28      175         69.9
   000004467                    Jack Collison           29      183         74.8
   000004468                     Jack Compton           29      178         78.9
   000004469                        Jack Cork           28      185         68.9
   000004470                    Jack Grealish           22      175         68.0
   000004471                    Jack Hamilton           24      188         73.9
   000004472                      Jack Hendry           23      188         76.2
   000004473                      Jack Leitch           22      175         64.9
   000004474                    Jack Robinson           24      180         67.1
   000004475                     Jack Rodwell           27      188         71.2
   000004476                        Jack Ross           41      185         72.1
   000004477                    Jack Wilshere           26      173         68.0
   000004478                  Jackie McNamara           44      175         64.9
   000004479                   Jackson Irvine           25      188         69.9
   000004480                 Jackson Martinez           31      185         84.8
   000004481                    Jackson Mendy           30      193         78.0
   000004482                     Jacob Lensky           29      183         87.1
   000004483                    Jacob Mulenga           34      185         86.2
   000004484                           Jacobo           34      196         82.1
   000004485                      Jacopo Sala           26      183         74.8
   000004486               Jacques Abardonado           39      183         78.9
   000004487            Jacques Alaixys Romao           34      180         73.9
   000004488                     Jacques Faty           34      183         74.8
   000004489             Jacques Zoua Daogari           26      185         83.9
   000004490                    Jagos Vukovic           29      193         82.1
   000004491                      Jahmir Hyka           30      170         62.1
   000004492                          Jailson           27      170         66.2
   000004493                          Jailson           36      175         67.1
   000004494               Jaime Alfonso Ruiz           34      183         78.9
   000004495                    Jaime Gavilan           32      178         71.2
   000004496                    Jaime Poulson           28      183         74.8
   000004497                     Jaime Valdes           37      175         71.2
   000004498                            Jaime           27      175         73.0
   000004499                            Jaime           28      188         79.8
   000004500                            Jaime           37      188         79.8
   000004501                  Jairo Riedewald           21      183         78.9
   000004502                            Jairo           24      173         68.9
   000004503                             Jaja           32      188         83.9
   000004504                      Jak Alnwick           24      188         82.1
   000004505                     Jake Carroll           26      183         78.0
   000004506                     Jake Hesketh           22      168         69.9
   000004507                      Jake Jervis           26      191         82.1
   000004508                        Jake Kean           27      193         76.2
   000004509                   Jake Livermore           28      180         76.2
   000004510                      Jake Taylor           26      178         77.1
   000004511                   Jakob Haugaard           26      198         87.1
   000004512                  Jakob Jantscher           29      178         69.9
   000004513                        Jakub Bak           24      175         68.0
   000004514                 Jakub Bartkowski           26      183         73.9
   000004515                    Jakub Bartosz           21      183         76.2
   000004516                     Jakub Biskup           35      170         71.2
   000004517             Jakub Blaszczykowski           32      175         77.1
   000004518                 Jakub Czerwinski           26      183         74.8
   000004519                      Jakub Divis           31      196         88.0
   000004520                    Jakub Kosecki           27      168         59.0
   000004521                   Jakub Kowalski           30      175         68.0
   000004522                   Jakub Lukowski           21      173         67.1
   000004523                 Jakub Piotrowski           20      183         78.0
   000004524                 Jakub Rzezniczak           31      183         81.2
   000004525                     Jakub Slowik           26      191         82.1
   000004526                  Jakub Swierczok           25      178         74.8
   000004527                   Jakub Szmatula           37      188         81.2
   000004528                    Jakub Szumski           26      193         78.0
   000004529                      Jakub Tosik           30      183         73.9
   000004530                     Jakub Vojtus           24      185         78.0
   000004531                 Jakub Wawrzyniak           34      188         84.8
   000004532                   Jakub Wojcicki           29      191         79.8
   000004533                     Jakub Wrabel           21      193         87.1
   000004534                     Jakub Wrobel           24      178         73.9
   000004535                 Jamaal Lascelles           24      188         83.0
   000004536                 Jamairo Monteiro           24      175         72.1
   000004537                     Jamal Alioui           35      178         74.8
   000004538               Jamel Ait Ben Idir           34      173         74.8
   000004539                      Jamel Saihi           31      183         74.8
   000004540                    James Beattie           40      185         83.9
   000004541                   James Chambers           31      180         77.1
   000004542                    James Chester           29      180         78.9
   000004543                    James Collins           27      188         86.2
   000004544                    James Collins           34      193         89.8
   000004545                    James Craigen           27      183         72.1
   000004546                     James Dayton           29      173         64.0
   000004547                      James Dunne           28      180         76.2
   000004548                   James Fanchone           38      183         76.2
   000004549                    James Forrest           26      170         67.1
   000004550                     James Fowler           37      175         78.0
   000004551                     James Gibson           29      178         76.2
   000004552                    James Marwood           27      175         71.2
   000004553                   James McArthur           30      178         64.0
   000004554                   James McCarthy           27      180         72.1
   000004555                    James McClean           29      180         69.9
   000004556                   James McFadden           35      178         78.0
   000004557                     James McPake           33      188         79.8
   000004558                     James Milner           32      175         69.9
   000004559                   James Morrison           31      178         64.0
   000004560                      James Perch           32      180         79.8
   000004561                  James Rodriguez           26      180         74.8
   000004562                    James Tomkins           29      191         73.9
   000004563                     James Troisi           29      178         78.0
   000004564                    James Vaughan           29      183         83.0
   000004565                    James Vincent           28      180         69.9
   000004566                James Ward-Prowse           23      173         66.2
   000004567                 James Wesolowski           30      173         74.8
   000004568                     James Wilson           22      183         78.0
   000004569                      Jamie Adams           30      185         68.0
   000004570                    Jamie Ashdown           37      191         92.1
   000004571                  Jamie Carragher           40      185         83.0
   000004572                       Jamie Duff           29      188         78.9
   000004573                     Jamie Hamill           31      173         71.2
   000004574                  Jamie Langfield           38      193         83.0
   000004575                  Jamie MacDonald           32      185         78.9
   000004576                     Jamie Mackie           32      173         71.2
   000004577                     Jamie Masson           25      170         64.0
   000004578                       Jamie Mole           29      178         76.2
   000004579                     Jamie Murphy           28      175         64.0
   000004580                       Jamie Ness           27      178         71.2
   000004581                     Jamie O'Hara           31      178         82.1
   000004582                    Jamie Reckord           26      178         83.0
   000004583              Jamie Sendles-White           24      188         84.8
   000004584                      Jamie Smith           37      173         73.9
   000004585                      Jamie Vardy           31      178         73.0
   000004586                     Jamie Walker           24      175         69.9
   000004587                       Jan Bamert           20      180         69.9
   000004588                     Jan Bednarek           22      188         77.1
   000004589                       Jan Blazek           30      180         74.8
   000004590                       Jan Durica           36      188         86.2
   000004591                  Jan Hochscheidt           30      180         79.8
   000004592                    Jan Kirchhoff           27      196         89.8
   000004593                     Jan Kromkamp           37      188         83.0
   000004594                      Jan Lecjaks           27      185         81.2
   000004595                        Jan Lella           28      188         81.2
   000004596                      Jan Moravek           28      180         74.8
   000004597                        Jan Mucha           35      188         87.1
   000004598                        Jan Oblak           25      185         87.1
   000004599                        Jan Polak           37      180         79.8
   000004600                        Jan Polak           29      188         78.0
   000004601                      Jan Rajnoch           36      185         76.2
   000004602                    Jan Rosenthal           32      185         73.0
   000004603                  Jan Schlaudraff           34      180         72.1
   000004604                         Jan Seda           32      191         88.9
   000004605                        Jan Simak           39      183         82.1
   000004606                      Jan Simunek           31      188         78.9
   000004607                   Jan Slovenciak           36      193         88.9
   000004608       Jan Vennegoor of Hesselink           39      191         92.1
   000004609                   Jan Vertonghen           31      188         86.2
   000004610                       Jan Vlasko           28      178         68.0
   000004611                    Jan Washausen           29      185         78.9
   000004612                      Jan Wuytens           32      191         83.0
   000004613         Jan-Arie van der Heijden           30      185         71.2
   000004614       Jan-Ingwer Callsen-Bracker           33      188         88.0
   000004615                  Jan-Paul Saeijs           39      191         81.2
   000004616                Jan-Philipp Kalla           31      180         73.9
   000004617                           Jander           29      183         76.2
   000004618                  Janek Sternberg           25      183         77.1
   000004619                  Janicio Martins           38      180         71.2
   000004620                    Janick Kamber           26      170         64.9
   000004621                      Janio Bikel           22      175         63.1
   000004622                  Janis Ikaunieks           23      183         73.0
   000004623                      Janko Pacar           27      180         73.0
   000004624             Jannes Vansteenkiste           25      175         69.9
   000004625               Jannik Vestergaard           25      198         98.0
   000004626                     Janos Balogh           35      193         83.0
   000004627                          Jaquite           22      173         67.1
   000004628                Jarchinio Antonia           27      170         63.1
   000004629                           Jardel           32      193         84.8
   000004630                   Jared Hodgkiss           31      168         71.2
   000004631                  Jari Oosterwijk           23      193         76.2
   000004632                  Jari Vandeputte           22      175         64.0
   000004633                Jarno Molenberghs           28      178         77.1
   000004634                  Jaroslav Drobny           38      193         89.8
   000004635                Jaroslav Navratil           26      180         69.9
   000004636                  Jaroslav Plasil           36      183         72.1
   000004637                 Jaroslaw Bieniuk           38      193         83.0
   000004638                   Jaroslaw Fojut           30      188         83.0
   000004639                    Jaroslaw Jach           24      188         78.0
   000004640                 Jaroslaw Kubicki           22      178         68.9
   000004641                     Jasmin Buric           31      193         83.0
   000004642                    Jasmin Kurtic           29      185         88.0
   000004643                   Jason Adesanya           24      185         78.0
   000004644                      Jason Brown           35      180         96.2
   000004645                   Jason Buaillon           26      170         64.9
   000004646                     Jason Culina           37      175         74.8
   000004647                   Jason Cummings           22      178         68.0
   000004648                   Jason Davidson           26      180         72.1
   000004649                    Jason Denayer           22      183         69.9
   000004650                      Jason Euell           41      180         77.1
   000004651                       Jason Holt           25      165         69.9
   000004652                     Jason Koumas           38      178         73.9
   000004653                       Jason Lowe           26      178         79.8
   000004654                   Jason Naismith           23      185         83.0
   000004655                       Jason Oost           35      183         73.9
   000004656                   Jason Puncheon           31      173         71.2
   000004657                    Jason Roberts           40      185         92.1
   000004658                   Jason Scotland           39      173         73.0
   000004659                   Jason Shackell           34      193         83.0
   000004660                    Jason Thomson           30      180         73.0
   000004661              Jason Vandelannoite           31      178         79.8
   000004662                 Jasper Cillessen           29      185         83.0
   000004663            Jasper van der Heyden           22      178         69.9
   000004664                  Jasper Waalkens           29      178         74.8
   000004665                      Jaume Costa           30      170         62.1
   000004666                            Jaume           27      188         76.2
   000004667                Jauregi Inaki Bea           39      185         79.8
   000004668                   Javad Nekounam           37      185         78.0
   000004669                      Javan Vidal           28      183         76.2
   000004670                  Javi Castellano           30      180         71.2
   000004671                      Javi Flores           32      170         68.0
   000004672                       Javi Fuego           34      183         73.9
   000004673                      Javi Garcia           31      185         79.8
   000004674                      Javi Guerra           36      178         77.1
   000004675                      Javi Hervas           28      175         78.0
   000004676                        Javi Lara           32      178         73.0
   000004677                       Javi Lopez           32      180         76.2
   000004678                       Javi Lopez           30      178         68.0
   000004679              Javi Moreno Marquez           31      178         71.2
   000004680                       Javi Varas           35      183         73.9
   000004681                    Javier Aquino           28      165         62.1
   000004682                    Javier Balboa           32      183         73.9
   000004683                    Javier Baraja           37      178         78.9
   000004684                   Javier Calleja           39      170         76.2
   000004685                   Javier Camunas           37      175         71.2
   000004686                 Javier Chevanton           37      175         68.0
   000004687                    Javier Cohene           31      188         79.8
   000004688                  Javier Del Pino           37      178         66.2
   000004689                     Javier Eraso           28      180         71.2
   000004690         Javier Espinosa Gonzalez           25      175         69.9
   000004691      Javier Fernandez Annunziata           30      178         66.2
   000004692                     Javier Flano           33      178         68.0
   000004693                   Javier Garrido           33      178         76.2
   000004694                 Javier Hernandez           29      175         73.0
   000004695                   Javier Jimenez           30      183         77.1
   000004696                 Javier Manquillo           24      180         72.1
   000004697                  Javier Martinez           29      191         81.2
   000004698                Javier Mascherano           33      175         73.0
   000004699                   Javier Matilla           30      175         72.1
   000004700                  Javier Noblejas           25      188         77.1
   000004701                   Javier Paredes           35      175         77.1
   000004702                   Javier Pastore           28      188         78.0
   000004703                    Javier Pinola           35      183         82.1
   000004704                  Javier Portillo           36      180         69.9
   000004705                       Javier Ros           28      175         68.9
   000004706                   Javier Saviola           36      168         69.9
   000004707                     Javier Venta           42      180         73.9
   000004708                   Javier Zanetti           44      178         74.8
   000004709                     Jawhar Mnari           41      183         82.1
   000004710                     Jay Bothroyd           36      191         83.0
   000004711                    Jay Rodriguez           28      185         69.9
   000004712                      Jay Simpson           29      180         83.9
   000004713                     Jay Spearing           29      168         69.9
   000004714                         Jay Tabb           34      170         64.0
   000004715                     Jay-Roy Grot           20      193         93.0
   000004716                Jaycee Okwunwanne           32      180         79.8
   000004717               Jean Acosta Soares           26      173         72.1
   000004718              Jean Alain Fanchone           29      175         72.1
   000004719                  Jean Barrientos           27      175         73.0
   000004720                  Jean Beausejour           33      178         83.0
   000004721                       Jean Calve           34      183         78.0
   000004722                      Jean Chopin           23      196         89.8
   000004723                        Jean Deza           24      175         71.2
   000004724            Jean Francois Bedenik           39      180         74.8
   000004725                      Jean Makoun           34      173         64.9
   000004726                Jean Michael Seri           26      168         64.9
   000004727                Jean Paul Yontcha           34      183         78.0
   000004728              Jean-Alain Boumsong           38      191         88.0
   000004729            Jean-Armel Kana-Biyik           28      183         86.2
   000004730           Jean-Baptiste Pierazzi           32      185         73.9
   000004731         Jean-Charles Castelletto           23      185         78.0
   000004732         Jean-Christophe Bahebeck           25      183         76.2
   000004733        Jean-Christophe Coubronne           28      180         68.0
   000004734       Jean-Christophe Vergerolle           32      188         83.0
   000004735          Jean-Claude Darcheville           42      173         78.0
   000004736           Jean-Daniel Akpa-Akpro           25      180         71.2
   000004737              Jean-David Beauguel           26      193         84.8
   000004738              Jean-Ecudes Maurice           31      180         73.0
   000004739             Jean-Francois Gillet           38      180         79.8
   000004740          Jean-Francois Kornetzky           35      191         88.9
   000004741               Jean-Jacques Gosso           35      178         74.8
   000004742              Jean-Jacques Pierre           37      180         79.8
   000004743        Jean-Joeel Perrier Doumbe           39      180         73.9
   000004744              Jean-Kevin Augustin           20      178         68.9
   000004745                  Jean-Louis Leca           32      180         74.8
   000004746                   Jean-Luc Dompe           22      170         64.0
   000004747               Jean-Michel Lesage           41      178         73.0
   000004748               Jean-Pascal Mignot           37      183         82.1
   000004749                Jean-Paul Boetius           24      178         67.1
   000004750             Jean-Philippe Gbamin           22      185         83.0
   000004751               Jean-Philippe Sabo           31      175         68.9
   000004752            Jean-Sebastien Jaures           40      175         76.2
   000004753                Jean-Sony Alcenat           32      175         73.0
   000004754               Jean-Sylvain Babin           31      183         83.9
   000004755            Jeanvion Yulu-Matondo           32      178         73.9
   000004756                        Jed Steer           25      183         79.8
   000004757            Jedaias Capucho Neves           39      175         73.9
   000004758                        Jef Delen           41      175         63.1
   000004759                  Jeferson Maciel           32      180         71.2
   000004760                         Jeferson           32      188         81.2
   000004761                   Jeff Hardeveld           23      185         73.0
   000004762                       Jeff Louis           25      170         73.9
   000004763                       Jeff Stans           28      185         72.1
   000004764                    Jeff Strasser           43      191         82.1
   000004765                 Jefferson Farfan           33      178         83.9
   000004766                  Jefferson Lerma           23      178         69.9
   000004767                Jefferson Montero           28      170         64.0
   000004768             Jefferson Nascimento           29      178         73.9
   000004769                        Jefferson           30      188         77.1
   000004770                   Jeffren Suarez           30      173         71.2
   000004771                    Jeffrey Bruma           26      188         87.1
   000004772              Jeffrey de Visscher           37      180         74.8
   000004773               Jeffrey Gouweleeuw           26      188         74.8
   000004774             Jeffrey Leiwakabessy           37      173         67.1
   000004775                 Jeffrey Rijsdijk           30      175         73.9
   000004776                  Jeffrey Sarpong           29      173         74.8
   000004777                  Jeffrey Schlupp           25      178         72.1
   000004778                   Jeison Murillo           25      183         78.0
   000004779                   Jelle de Lange           20      191         82.1
   000004780              Jelle ten Rouwelaar           37      185         84.8
   000004781                  Jelle van Damme           34      191         89.8
   000004782             Jelle van der Heyden           22      180         73.9
   000004783                     Jelle Vossen           29      180         73.0
   000004784                      Jem Karacan           29      175         67.1
   000004785                         Jemerson           25      183         77.1
   000004786          Jennison Myrie-Williams           29      183         76.2
   000004787                       Jens Cools           27      188         71.2
   000004788                       Jens Grahl           29      193         93.0
   000004789                     Jens Hegeler           30      193         86.2
   000004790                       Jens Janse           31      185         73.9
   000004791                   Jens Langeneke           41      185         78.0
   000004792                     Jens Lehmann           48      191         87.1
   000004793                    Jens Naessens           27      188         77.1
   000004794                    Jens Podevijn           28      175         72.1
   000004795                   Jens Streutker           25      196         74.8
   000004796                   Jens Toornstra           29      178         78.9
   000004797                      Jens Wemmer           32      185         78.9
   000004798                     Jens Wissing           30      185         79.8
   000004799                    Jeong-Ho Hong           28      185         79.8
   000004800                      Jere Uronen           23      178         68.9
   000004801                       Jerel Ifil           35      185         81.2
   000004802                    Jeremain Lens           30      178         73.0
   000004803                Jeremie Aliadiere           35      183         69.9
   000004804                     Jeremie Boga           21      173         68.9
   000004805                  Jeremie Brechet           38      188         79.8
   000004806                    Jeremie Janot           40      175         74.8
   000004807                   Jeremy Berthod           34      180         73.9
   000004808                    Jeremy Blayac           34      188         79.8
   000004809                    Jeremy Bokila           29      188         81.2
   000004810                   Jeremy Choplin           33      183         76.2
   000004811                   Jeremy Clement           33      180         76.2
   000004812                  Jeremy Dumesnil           31      183         76.2
   000004813                   Jeremy Gavanon           34      183         73.9
   000004814                     Jeremy Henin           40      185         78.0
   000004815               Jeremy Huyghebaert           29      180         72.1
   000004816                     Jeremy Labor           26      180         72.1
   000004817                   Jeremy Maniere           26      183         73.9
   000004818                   Jeremy Mathieu           34      188         83.9
